Coments_norm,Polaridade,Estrelas,Classificacao_estrelas
excellent price high level service excellent food excellent wine cellar wonderful desserts appetizers great quality,positivo,5,positivo
best restaurants already great food several dishes good service fa camarao miss christmas worth visiting,positivo,5,positivo
family love everything food service also space great price also reasonable best restaurants ever recommend,positivo,5,positivo
excellent place pleasant atmosphere wonderful food highly recommend attentive staff miss visit great,positivo,5,positivo
go christmas visit camaroes restaurant city well served dishes great value money recommend camarao chef,positivo,5,positivo
best restaurants christmas excellent service mega pleasant atmosphere variable menu well served great option plans visit christmas highly recommend camaroes,positivo,5,positivo
wonderful food huge portions great seasoning worth making meals shrimp,positivo,5,positivo
wonderful food nice place fair price lots queues worth worth even eat seafood,positivo,5,positivo
best restaurant eat shrimp christmas pleasant atmosphere beautiful view wonderful service,positivo,5,positivo
restaurant privileged location great service good food delicious desserts fair price,positivo,5,positivo
wonderful food super cozy atmosphere efficient service quoting italo great pleasant music want come back often,positivo,5,positivo
get know christmas essential go cameroon suggest parisienne fair price best food ever eaten life,positivo,5,positivo
miss best seafood restaurants food atmosphere service wonderful costbenefit also pleasing,positivo,5,positivo
camaroes restaurant good already become tourist spot christmas excellent dishes super pleasant atmosphere beautiful view,positivo,5,positivo
best restaurants best meals recommend international dish delicious food worth every penny want go days miss restaurant food still come back,positivo,5,positivo
beautiful impeccable decoration wonderful food best seafood restaurants ever,positivo,5,positivo
good quality dishes good service leaving wanting atmosphere restaurant first two shrimps new old old queue smaller good atmosphere also good price compatible quality note get idea price paid dish lunch ride bugy ride terrible quality wonderful,positivo,5,positivo
great restaurant dishes incredible best shrimp ever eaten always worth always full good make reservation advance,positivo,5,positivo
wonderful food excellent environment excellent value salty good place definitely back,positivo,5,positivo
cameroon restaurant considered mandatory stop delicious dishes fair price impossible like,negativo,5,positivo
loved dishes reasonable price sharing dishes excellent service waiter helped choose,positivo,5,positivo
large urban centers ever heard outback base chain famous australian food imagine everything northeast version well know shrimps restaurant make clear restaurant belong outback chain comparison restaurant surrounding environment excellent air conditioning main top table dishes two people serve well four dried meat best eaten life worth getting know price local media famous restaurant 100 150 good couple recommend,positivo,5,positivo
excellent location diverse dishes impeccable food excellent service fair price service,positivo,5,positivo
perfect restaurant natalrn excellent food service location price sophisticated dishes traditional food taste,positivo,5,positivo
wonderful shrimps varied dishes would like sao paulo dinner restaurant days lunch kilo shopping christmas,positivo,5,positivo
spacious environment opportunity impeccable service types tasty dishes,positivo,5,positivo
christmas good restaurants famous shrimps understand good especially eat seafood,positivo,4,positivo
good atmosphere food also eaten prawns simple places quality food depends looking good atmosphere worth worried trying prawns quality think places reasonable prices ps service leaves something desired,neutro,3,neutro
cozy place despite great wonderful food great service always crowded worth wait,negativo,5,positivo
great serious restaurant welcoming atmosphere excellent service tasty dishes try arrive 730 pm place crowded another tip dishes come food dish two people serves well three calmly recommended,positivo,5,positivo
great restaurant well located good options menu lots good dishes good dishes well recommended restaurant busy wait get table worth wait recommend,positivo,4,positivo
